0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
1.0,0.6770637,0.7559147,0.76761824,0.7834721,0.6925363,0.3114632,0.47475392,0.41507888,0.40016305,0.3567236,0.36095974,0.35317868,0.34831664,0.40010566,0.30926418,0.38402468,0.34585977,0.3052315,0.40500373,0.27875298,0.37458235,0.38520324,0.32657507,0.41984707,0.30033153,0.39822507,0.29803964,0.45142257,0.5185375,0.3825265,0.35526234,0.45769107,0.35721207,0.32113585,0.40837598,0.260525,0.2565973,0.22855327,0.32174867,0.23509371,0.2360588,0.28794688,0.27553606,0.25426823,0.35055634,0.42626184,0.35498834,0.34352425,0.359383,0.2991357,0.38814718,0.36017883,0.28336722,0.3757797,0.16538335,0.15851215,0.28976002,0.13917314,0.16609932,0.27261692,0.32498166,0.28233245,0.24279824,0.23879685,0.25569308,0.27623534,0.26916996,0.21348628,0.25777906,0.40759858,0.23361664,0.28753215,0.32270348,0.35604092,0.3616356,0.32066897,0.40246955,0.308682,0.30123916,0.32226202,0.31222934,0.29600355,0.37047815,0.29677984,0.14407633,-0.029949073,-0.0854808,-0.013168471,-0.03729216,0.024217932,0.036723573,0.0019270096,0.096939266,-0.009962289,0.08990348,0.06279179,0.1816462,0.1521587,0.10917665,0.17700304,0.15832415,0.15425071,0.066441156,0.15647182,0.18284674,0.20124608,0.25575316,0.24150671,0.15131319,0.19736046,0.2569803,0.1544612,0.22257221,0.15696916,0.18582284,0.21776623,0.23844397,0.22412495,0.26632312,0.20340204,0.21405019,0.19640507,0.22712936,0.16682097,0.31719372,0.292625,0.15480553,0.20572826
0.6770637,1.0000001,0.6929342,0.77787334,0.7434477,0.6764317,0.27801386,0.43561417,0.40041712,0.35187095,0.36337274,0.41057393,0.37966928,0.39366668,0.3495073,0.33865127,0.3006772,0.3476305,0.35675773,0.34236217,0.2600319,0.2832678,0.3139324,0.3511017,0.37830597,0.28376573,0.33428296,0.32152095,0.3660395,0.5173552,0.32775092,0.3076525,0.34291962,0.31373116,0.3033012,0.32643098,0.3038348,0.28532442,0.25313303,0.28458607,0.2323808,0.24072775,0.2852298,0.25111678,0.27020612,0.2173312,0.25966176,0.33778763,0.2249028,0.24869369,0.20026737,0.3488957,0.25780833,0.1686615,0.20014806,0.20630829,0.08151432,0.23187184,0.10873568,0.13458692,0.24905027,0.28429636,0.19798678,0.24708281,0.24065146,0.23739478,0.27776656,0.23956478,0.23952755,0.25369713,0.35130876,0.35356238,0.42453808,0.21503077,0.29005602,0.28362456,0.25840896,0.35987398,0.3066375,0.29279682,0.37164244,0.33391252,0.37311706,0.33158693,0.331637,0.015274923,-0.08345816,-0.1365844,-0.06476263,-0.032874428,-0.027612392,-0.010588017,-0.06805958,-0.008338805,-0.06653004,-0.017715003,-0.088259555,0.04706998,-0.0027210303,-0.016828408,0.10855043,0.15564653,-0.013269462,0.004886671,0.04760261,0.24605438,0.1939284,0.19873063,0.22791736,0.19597901,0.22443736,0.23872086,0.082527645,0.17535597,0.10360812,0.2281231,0.2320193,0.24447393,0.23307979,0.24979934,0.2373605,0.21513379,0.1604411,0.12854722,0.10178,0.1887968,0.10518271,0.11307619,0.22947681
0.7559147,0.6929342,1.0000001,0.7249523,0.7613603,0.7567545,0.3588595,0.45150208,0.34696105,0.41455784,0.41606346,0.43001056,0.3944748,0.3851934,0.3526311,0.33090255,0.3161692,0.347266,0.3048975,0.45209938,0.33932137,0.45138115,0.43190598,0.32481495,0.48653412,0.34368482,0.46016005,0.32258862,0.41091335,0.45925683,0.31561223,0.3671243,0.34569836,0.34254763,0.31852835,0.29840064,0.31586453,0.27358624,0.26348734,0.29980624,0.24871488,0.29274017,0.33596486,0.31232116,0.2857885,0.2996335,0.34485352,0.3610771,0.30412653,0.28831205,0.28271064,0.40290076,0.33587176,0.25444213,0.3511477,0.14808446,0.12577029,0.20932528,0.10381191,0.1787172,0.20862636,0.23433411,0.1644944,0.25212845,0.22458974,0.26080883,0.28658578,0.285708,0.19940451,0.2608629,0.4296168,0.2852469,0.35823497,0.3245538,0.3601086,0.37871203,0.3713874,0.4044231,0.35561734,0.3298173,0.38287792,0.36632764,0.34789103,0.3539374,0.36475664,0.15950227,-0.028633464,-0.09149887,-0.011978414,-0.06092638,0.0030392022,0.0017891014,-0.0077962596,0.066254504,0.026935214,0.056124423,0.02743495,0.14384823,0.086181924,0.087683156,0.15665825,0.21327756,0.11146909,0.015605561,0.08959381,0.24327077,0.28691772,0.2883551,0.2787321,0.2150347,0.22401491,0.2894625,0.225445,0.24617921,0.21884315,0.14308317,0.16631211,0.19219026,0.14957795,0.2198001,0.22411741,0.17979288,0.22807595,0.22295502,0.14514045,0.2947237,0.17487764,0.19337672,0.23681214
0.76761824,0.77787334,0.7249523,1.0000004,0.7858554,0.74688977,0.3226938,0.41816044,0.309638,0.3387069,0.35605484,0.41348577,0.39264733,0.37572992,0.37360066,0.2959296,0.2752864,0.37346002,0.3251642,0.32418466,0.22631606,0.2852728,0.31077138,0.29077443,0.38458055,0.28456745,0.37723717,0.27183807,0.42196545,0.5177104,0.34234118,0.29804242,0.34540498,0.30359748,0.27637428,0.31827587,0.2849964,0.28235775,0.22804287,0.3255397,0.26969486,0.2507416,0.3355371,0.30140027,0.28733045,0.2509628,0.30200654,0.34381628,0.24786898,0.26932877,0.19938143,0.3624651,0.31286964,0.18203507,0.21750234,0.20716879,0.14819212,0.24715553,0.15997022,0.13586988,0.2882174,0.29228035,0.25525007,0.2963182,0.27182642,0.28117895,0.31702515,0.30084312,0.26694965,0.30028045,0.41978186,0.2529285,0.3408493,0.27575806,0.3753574,0.3648442,0.32377437,0.40623507,0.29097196,0.30469868,0.38663322,0.32565582,0.29848343,0.35883784,0.3513939,0.0910279,-0.07084691,-0.08760488,-0.056446787,-0.014148249,0.01912013,0.011631656,-0.04344787,0.0048277536,-0.06170723,-0.010433175,-0.04800764,0.10526088,0.08173521,0.04313888,0.115519226,0.12744267,0.021066785,0.012277344,0.071408905,0.18731582,0.21531744,0.23218262,0.264124,0.21425699,0.22454867,0.23679051,0.11730411,0.18145142,0.12164595,0.1742664,0.22520588,0.25644585,0.20959675,0.2647202,0.19382441,0.2411505,0.18726937,0.16492975,0.13335994,0.2309934,0.13001503,0.14013126,0.20888028
0.7834721,0.7434477,0.7613603,0.7858554,1.0,0.7545723,0.31808823,0.4051608,0.32856053,0.4021753,0.354703,0.3416891,0.3703696,0.36555636,0.32896617,0.25638822,0.2766582,0.31947488,0.30837134,0.37590295,0.24624391,0.3149438,0.3005483,0.29490584,0.3286362,0.27239215,0.3723818,0.3139913,0.34501436,0.5233422,0.31198984,0.2827227,0.33005807,0.3594802,0.24571112,0.27595288,0.30603522,0.23994452,0.20359673,0.3547651,0.24748701,0.26969853,0.28142136,0.2677402,0.23490307,0.21766676,0.27602166,0.32241613,0.20407617,0.22387153,0.13952711,0.37514153,0.24987312,0.1246745,0.19952352,0.21142384,0.076497905,0.2440947,0.15934329,0.16261882,0.29925138,0.2878285,0.17070636,0.24124806,0.20600194,0.2278378,0.24954307,0.25176656,0.21994644,0.21581091,0.313793,0.17007174,0.25808957,0.2176313,0.28464195,0.32583246,0.23418163,0.33584487,0.29310977,0.3048832,0.3124911,0.28964728,0.2594499,0.30101433,0.29633865,0.1036033,-0.066265024,-0.099789605,-0.071857385,-0.037303634,0.028253287,0.0255547,-0.059025344,0.06312868,0.007764226,0.0816676,0.04939049,0.18004523,0.09115298,0.08947885,0.17296095,0.13564311,0.09870074,0.0629336,0.1336511,0.2019732,0.16614735,0.19288819,0.15636595,0.13728595,0.16786984,0.24194986,0.10324381,0.16783139,0.13698405,0.14477898,0.20059979,0.20752306,0.16611376,0.2560179,0.14068834,0.18581897,0.15112764,0.15021251,0.06885476,0.18426408,0.11840689,0.11069263,0.15916042
0.6925363,0.6764317,0.7567545,0.74688977,0.7545723,1.0000001,0.31606314,0.42167133,0.27171516,0.35729757,0.40956646,0.43765652,0.35400456,0.42836344,0.36019903,0.33163214,0.36701164,0.37077975,0.36960196,0.46939832,0.3613851,0.44212493,0.47436285,0.39529794,0.43244258,0.34561142,0.5595404,0.40131482,0.47650906,0.49936646,0.3830861,0.4029245,0.34147593,0.46852255,0.3950198,0.41239917,0.33194062,0.21682084,0.18865253,0.30364978,0.2392195,0.25242087,0.27125603,0.24316673,0.20003572,0.2932502,0.30376944,0.3325176,0.27379224,0.2900261,0.30386043,0.40713534,0.30881584,0.27277228,0.30111468,0.18712424,0.13361055,0.30027267,0.13673873,0.13713214,0.21752782,0.26092932,0.21466054,0.2975711,0.2489337,0.28617778,0.302,0.3576071,0.30308837,0.3164953,0.45816058,0.27202702,0.35932466,0.35060367,0.42031187,0.40016437,0.39309663,0.45509306,0.3078448,0.30050662,0.3411874,0.33046827,0.3001532,0.31308666,0.339341,0.08736772,-0.010696279,-0.100331046,-0.0608254,-0.08402612,0.058583267,-0.037438557,-0.07890544,0.08786968,0.0561397,0.1020853,0.075301655,0.17304976,0.12496534,0.08637109,0.08675334,0.08598228,0.07502622,-0.03723963,0.099962875,0.12084016,0.20197108,0.20432797,0.2078965,0.19048731,0.19902092,0.2342079,0.14327432,0.20616984,0.17808928,0.20940459,0.21341142,0.26102465,0.17050493,0.25814593,0.27743417,0.227402,0.18716069,0.15462123,0.19237879,0.18305236,0.18617478,0.15931989,0.24101411
0.3114632,0.27801386,0.3588595,0.3226938,0.31808823,0.31606314,1.0,0.5276495,0.33363113,0.5343591,0.598721,0.514832,0.3772114,0.34306774,0.3592671,0.38316897,0.3983175,0.34117824,0.35319623,0.32937628,0.2450531,0.21960567,0.2371853,0.28899443,0.23127708,0.47687298,0.27611563,0.37698084,0.33911312,0.29096264,0.3811583,0.4271592,0.25451717,0.36674047,0.36134428,0.31421918,0.39898932,0.40511417,0.42858717,0.3282909,0.40391737,0.4352657,0.45266387,0.41429782,0.44024912,0.23206964,0.2810939,0.36258483,0.2537172,0.27379107,0.22862431,0.42525154,0.28092444,0.2475293,0.23375432,0.21452242,0.1284012,0.15249549,0.019968892,0.14572486,0.37075812,0.22038522,0.17017566,0.46373773,0.43574712,0.5080873,0.45489633,0.44311643,0.3971341,0.42566264,0.31914353,0.21585612,0.301011,0.1842276,0.24540785,0.27170613,0.27440432,0.24315843,0.47230342,0.48113716,0.4627207,0.44481856,0.43570346,0.45176506,0.49451414,0.21861531,0.08829114,0.035920203,0.092273295,0.012224051,0.09825017,0.06421927,0.111360304,-0.0010192506,0.009028266,0.07273707,-0.017264944,0.0059540095,0.028787583,0.03724216,0.17058396,0.16146688,0.1171776,0.08486617,0.11733388,0.1835648,0.48578575,0.47161165,0.44493863,0.4237589,0.47370055,0.46189445,0.43389112,0.44457844,0.41523442,0.22070041,0.1884132,0.28436393,0.30788317,0.27263263,0.32617387,0.22472519,0.495481,0.4872569,0.45428622,0.4879542,0.37518486,0.4635827,0.4271944
0.47475392,0.43561417,0.45150208,0.41816044,0.4051608,0.42167133,0.5276495,0.9999998,0.6201796,0.5859798,0.7137313,0.72569907,0.4782281,0.44944835,0.45590547,0.40198615,0.45435783,0.4407766,0.4514949,0.37893248,0.26298374,0.31373847,0.3292874,0.39153588,0.34909126,0.24871072,0.32480296,0.3798056,0.42334718,0.46362197,0.4511898,0.4860912,0.47058788,0.39049795,0.38102055,0.41281623,0.33238092,0.33661154,0.35741493,0.34705785,0.32877824,0.39489648,0.4413381,0.40131798,0.32212847,0.2118534,0.26053154,0.36325786,0.29776335,0.28812125,0.2410715,0.3873221,0.26495945,0.25297847,0.25886568,0.15178666,0.13248084,0.34954628,0.036027662,0.109215505,0.3233826,0.3275895,0.27675495,0.28800896,0.27488014,0.27306148,0.28492606,0.263748,0.2305229,0.2711612,0.3570843,0.2612502,0.25529936,0.25495458,0.3133716,0.3372511,0.30770993,0.29495564,0.34820104,0.3403207,0.3647945,0.38019854,0.33582842,0.4300363,0.40862837,0.039407846,-0.11001748,-0.15658307,-0.10316545,-0.10730576,-0.033177625,-0.10238823,-0.14989653,-0.074713424,-0.080788106,-0.007756139,-0.11117818,0.08847536,-0.026726685,-0.01912846,0.08732222,0.051087614,-0.034149658,-0.019989341,0.050045345,0.097159795,0.26140207,0.2466244,0.23825634,0.15673941,0.19663627,0.26696208,0.13707207,0.19196302,0.1342782,0.1400874,0.18265226,0.26051217,0.22531809,0.23419577,0.20912308,0.15652697,0.2016571,0.20437938,0.19520552,0.28867787,0.21620272,0.16444254,0.21499887
0.41507888,0.40041712,0.34696105,0.309638,0.32856053,0.27171516,0.33363113,0.6201796,1.0000001,0.53110224,0.59184563,0.45188877,0.23720945,0.21343456,0.2568154,0.24966127,0.3031039,0.260259,0.33581778,0.1971085,0.17254116,0.19696955,0.18935029,0.16807316,0.22173893,0.13372782,0.12788032,0.3151427,0.42478123,0.3821608,0.36237162,0.3815919,0.45511395,0.31188622,0.23876494,0.40222204,0.23359124,0.21500294,0.28206792,0.16373569,0.12814997,0.27841115,0.2664635,0.19643864,0.12129974,0.09210543,0.1557925,0.12948526,0.17389092,0.18739669,0.1241356,0.22770514,0.10518876,0.12649672,0.19718532,0.11574679,0.08199266,0.2615164,0.04493153,0.11435138,0.30688402,0.2979719,0.25875086,0.15257631,0.1681577,0.14379197,0.15684356,0.13705276,0.11979419,0.15053898,0.23235708,0.16348457,0.11596509,0.20654061,0.17325267,0.19113371,0.14515407,0.18382026,0.2712322,0.29966468,0.29708934,0.3126159,0.3648845,0.40186018,0.3466261,0.04729696,-0.13200624,-0.13561438,-0.11812822,-0.120582215,-0.069322385,-0.07696644,-0.12613626,-0.02296789,-0.1375785,0.005135662,-0.07747321,0.034037385,-0.016434835,0.03050037,0.11723906,0.048704047,0.0664409,0.04797322,0.14533496,0.08534145,0.26176044,0.16354378,0.19321826,0.12377333,0.17913918,0.25708994,0.08621661,0.1395768,0.08822604,0.12297616,0.13492496,0.16137022,0.17642891,0.19117798,0.141687,0.14230758,0.1280662,0.13175829,0.10785116,0.22070622,0.19834934,0.09647498,0.16389066
0.40016305,0.35187095,0.41455784,0.3387069,0.4021753,0.35729757,0.5343591,0.5859798,0.53110224,1.0000001,0.67901707,0.5798084,0.2566695,0.2845747,0.20813482,0.31475186,0.37085965,0.2753543,0.23307869,0.43859115,0.2786057,0.35694748,0.29882234,0.29858825,0.29428685,0.25117218,0.31687593,0.50320363,0.46763906,0.47287026,0.53729784,0.57946646,0.46829352,0.50458974,0.529064,0.47129074,0.27416453,0.22591823,0.29503697,0.22033522,0.18550532,0.33152273,0.38408196,0.31778687,0.20834604,0.20691787,0.25379163,0.26822585,0.217038,0.25416863,0.18197028,0.33828402,0.22240536,0.19078569,0.2248631,0.24040204,0.1795355,0.21570776,0.08003665,0.2523255,0.351734,0.2923427,0.25888273,0.20146985,0.16890642,0.2365484,0.19597095,0.18228494,0.15377907,0.14672978,0.23340166,0.15658967,0.14951189,0.22294007,0.2446083,0.26214814,0.15964727,0.24040951,0.43351877,0.38713416,0.3550348,0.4377791,0.33312458,0.4031081,0.3860061,0.070520915,-0.15347004,-0.15316865,-0.11516473,-0.105882,-0.014296295,-0.09055541,-0.096096314,-0.0050520105,-0.05535292,0.114949524,-0.02926984,0.090339944,0.01880004,0.051775556,0.088923484,0.029966254,0.09016092,0.02103838,0.079449266,0.09675117,0.24524118,0.21726958,0.19688573,0.23613824,0.25222632,0.27418947,0.1644615,0.21883394,0.14206675,0.24957249,0.29488736,0.2642942,0.34233475,0.2718897,0.2462691,0.22235006,0.21470864,0.26345488,0.228084,0.23592407,0.1943818,0.19337763,0.22923389
