0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
1.0,1.0,0.7051576,0.73497766,0.6770637,0.75591475,0.76761824,0.7834721,0.759401,0.69253635,0.3114632,0.3258379,0.3609655,0.33283275,0.474754,0.41507888,0.40528715,0.40016314,0.35672355,0.3609598,0.35317868,0.34831673,0.2093388,0.40010574,0.30926415,0.38402474,0.31953698,0.34585968,0.30523148,0.22922982,0.40500376,0.27875307,0.37458226,0.31193033,0.3852032,0.326575,0.24190937,0.4198471,0.30033153,0.39822513,0.29803967,0.4514226,0.5185375,0.45709422,0.38252655,0.35526234,0.45769116,0.35721207,0.32113588,0.40837598,0.260525,0.2565973,0.2285533,0.27805793,0.32174867,0.23509371,0.2360588,0.28794688,0.27553606,0.25426823,0.35055628,0.4262619,0.3549885,0.34352425,0.359383,0.29913574,0.38814715,0.36017883,0.28336713,0.3757797,0.16538334,0.15851206,0.22815683,0.10512631,0.28975993,0.13917314,0.1660993,0.2726169,0.32498172,0.28233242,0.24279824,0.23879685,0.25569308,0.2602845,0.27623534,0.23017918,0.26916996,0.21348628,0.25865564,0.25777906,0.40759856,0.14148907,0.23361664,0.28753212,0.3646704,0.32270357,0.35604092,0.3616356,0.32066885,0.40246955,0.308682,0.30123916,0.31590578,0.29996023,0.32226202,0.31222934,0.29600355,0.37047815,0.29463243,0.29677984,0.20124608,0.27478075,0.25575316,0.24150671,0.15131325,0.19736046,0.25698027,0.1544612,0.22257221,0.15696916,0.18582287,0.21776623,0.2560167,0.21545434,0.23640917,0.23844391,0.22412495,0.26632318,0.20340195,0.21405017,0.16628897,0.3036784,0.196405,0.22712938,0.1668209,0.31719372,0.18302824,0.2926251,0.15480553,0.20572826
1.0,1.0,0.7051576,0.73497766,0.6770637,0.75591475,0.76761824,0.7834721,0.759401,0.69253635,0.3114632,0.3258379,0.3609655,0.33283275,0.474754,0.41507888,0.40528715,0.40016314,0.35672355,0.3609598,0.35317868,0.34831673,0.2093388,0.40010574,0.30926415,0.38402474,0.31953698,0.34585968,0.30523148,0.22922982,0.40500376,0.27875307,0.37458226,0.31193033,0.3852032,0.326575,0.24190937,0.4198471,0.30033153,0.39822513,0.29803967,0.4514226,0.5185375,0.45709422,0.38252655,0.35526234,0.45769116,0.35721207,0.32113588,0.40837598,0.260525,0.2565973,0.2285533,0.27805793,0.32174867,0.23509371,0.2360588,0.28794688,0.27553606,0.25426823,0.35055628,0.4262619,0.3549885,0.34352425,0.359383,0.29913574,0.38814715,0.36017883,0.28336713,0.3757797,0.16538334,0.15851206,0.22815683,0.10512631,0.28975993,0.13917314,0.1660993,0.2726169,0.32498172,0.28233242,0.24279824,0.23879685,0.25569308,0.2602845,0.27623534,0.23017918,0.26916996,0.21348628,0.25865564,0.25777906,0.40759856,0.14148907,0.23361664,0.28753212,0.3646704,0.32270357,0.35604092,0.3616356,0.32066885,0.40246955,0.308682,0.30123916,0.31590578,0.29996023,0.32226202,0.31222934,0.29600355,0.37047815,0.29463243,0.29677984,0.20124608,0.27478075,0.25575316,0.24150671,0.15131325,0.19736046,0.25698027,0.1544612,0.22257221,0.15696916,0.18582287,0.21776623,0.2560167,0.21545434,0.23640917,0.23844391,0.22412495,0.26632318,0.20340195,0.21405017,0.16628897,0.3036784,0.196405,0.22712938,0.1668209,0.31719372,0.18302824,0.2926251,0.15480553,0.20572826
0.7051576,0.7051576,1.0000001,0.7074507,0.6374522,0.6952953,0.6761183,0.7726951,0.6953363,0.65478534,0.2604906,0.30491704,0.33848798,0.33792338,0.37797785,0.34781447,0.36877602,0.39093012,0.29094085,0.29292315,0.36132777,0.34041432,0.20618494,0.290281,0.26909322,0.27076167,0.35239673,0.2818846,0.30687195,0.28670588,0.36546934,0.2638646,0.38067967,0.21994683,0.31024078,0.22849512,0.18420681,0.29501626,0.20309919,0.37691507,0.3793234,0.42176646,0.5099059,0.3038196,0.36993536,0.34831044,0.35914916,0.41039377,0.2922593,0.32030916,0.28485072,0.23467436,0.27769294,0.2886067,0.43882546,0.22915025,0.28526416,0.23983292,0.24462342,0.21741231,0.2589735,0.32907227,0.2791813,0.2645169,0.256375,0.1932858,0.36877704,0.258739,0.17454113,0.27583313,0.2168975,0.0937002,0.33719453,0.120942496,0.2650103,0.23647846,0.23249242,0.28628778,0.30270812,0.25469014,0.2019149,0.21811755,0.21708186,0.17955379,0.2638613,0.21608284,0.25952777,0.18367732,0.14543572,0.20407264,0.31319138,0.20135325,0.20343746,0.20863113,0.3594557,0.33089885,0.31239033,0.3415623,0.24965106,0.34098598,0.3064698,0.365077,0.35671505,0.36452174,0.3192725,0.2881285,0.32623127,0.33191034,0.32821062,0.33084533,0.19991559,0.22813907,0.20244843,0.21144557,0.16992094,0.15809864,0.22261885,0.13527776,0.15638162,0.13779508,0.14891759,0.22002545,0.27059248,0.20869005,0.20574851,0.20572233,0.19398814,0.27518135,0.14769837,0.20017932,0.20987266,0.31573853,0.19460562,0.20366128,0.122706056,0.20844856,0.2679488,0.15104944,0.17482705,0.17723748
0.73497766,0.73497766,0.7074507,0.99999994,0.651635,0.6537604,0.6822296,0.6694336,0.664302,0.63289654,0.23200746,0.2796207,0.31524464,0.26999334,0.41602585,0.37892252,0.367929,0.32018843,0.29675552,0.28484553,0.33950844,0.38772854,0.25244817,0.3901749,0.31616607,0.33335948,0.29902658,0.3393937,0.2982181,0.25765616,0.36783955,0.17117275,0.3439353,0.3185508,0.28833547,0.23874575,0.17666624,0.30602127,0.19533315,0.31668133,0.30880415,0.40478992,0.48339963,0.33102745,0.3377764,0.31221113,0.46060574,0.37306613,0.31475914,0.42116445,0.26549917,0.21400882,0.18147936,0.26215944,0.33060536,0.20636411,0.24820761,0.24683557,0.20089129,0.21119103,0.33620802,0.36887044,0.34644967,0.3346718,0.31779423,0.2856216,0.31134444,0.3583519,0.2735209,0.2848759,0.14972168,0.09603748,0.2805213,0.08719251,0.3065345,0.16283931,0.12305942,0.20740181,0.35300854,0.25808072,0.18795,0.19588433,0.20991172,0.17570303,0.23900181,0.16322371,0.22089468,0.15249142,0.20418847,0.1859965,0.35689166,0.13151453,0.2002745,0.2343667,0.33478233,0.23235482,0.30164787,0.32325155,0.2868325,0.34129566,0.26756993,0.27841365,0.2927986,0.25618365,0.3036445,0.2941566,0.27325284,0.349259,0.26753628,0.30339718,0.1666039,0.24450836,0.18525375,0.23942015,0.1781907,0.19920012,0.23066676,0.107643604,0.14837562,0.12748104,0.20633145,0.2608855,0.2685572,0.22045258,0.2484717,0.26481253,0.21682048,0.2815992,0.22601245,0.23578867,0.22357944,0.26505518,0.21387577,0.18466687,0.1972894,0.27778935,0.2935502,0.27277175,0.16770375,0.2382165
0.6770637,0.6770637,0.6374522,0.651635,1.0000001,0.6929344,0.77787334,0.7434477,0.68883467,0.6764317,0.27801386,0.4440893,0.39631945,0.35449532,0.4356142,0.40041715,0.39774564,0.35187095,0.36337277,0.41057387,0.37966928,0.39366663,0.2215805,0.3495073,0.3386512,0.30067715,0.32869926,0.34763047,0.35675767,0.28772265,0.34236217,0.260032,0.28326768,0.29380858,0.31393236,0.35110167,0.24972229,0.37830585,0.28376573,0.334283,0.32152104,0.3660395,0.5173552,0.40374154,0.32775095,0.3076526,0.3429198,0.3137311,0.30330116,0.3264308,0.3038348,0.28532442,0.25313303,0.2726531,0.28458607,0.2323808,0.24072775,0.2852298,0.25111678,0.27020612,0.21733117,0.25966182,0.33778778,0.2249028,0.24869365,0.20026739,0.34889558,0.25780833,0.16866146,0.20014806,0.20630834,0.08151431,0.18231532,0.09769295,0.23187172,0.10873568,0.1345869,0.24905027,0.28429642,0.19798677,0.24708281,0.24065146,0.23739478,0.23824571,0.27776656,0.22374433,0.23956478,0.23952755,0.24486695,0.25369713,0.35130888,0.29863092,0.35356238,0.42453808,0.29202044,0.21503086,0.29005602,0.28362456,0.25840893,0.35987398,0.3066375,0.29279682,0.27954397,0.31359956,0.37164244,0.33391252,0.37311706,0.33158693,0.28091905,0.331637,0.19392838,0.211012,0.19873063,0.22791736,0.19597901,0.22443736,0.23872082,0.082527645,0.17535597,0.10360812,0.22812317,0.2320193,0.2405596,0.19137055,0.2684562,0.24447398,0.23307979,0.2497994,0.2373605,0.2151337,0.16070467,0.25351217,0.16044106,0.12854719,0.101779915,0.1887968,0.17113572,0.10518272,0.11307619,0.22947681
0.75591475,0.75591475,0.6952953,0.6537604,0.6929344,1.0000004,0.7249523,0.7613604,0.7509343,0.7567547,0.3588595,0.40229082,0.45036784,0.42161113,0.4515021,0.34696105,0.50196946,0.41455796,0.41606343,0.43001044,0.3944748,0.3851934,0.29667658,0.35263097,0.33090246,0.3161691,0.34139025,0.34726593,0.3048975,0.3234343,0.45209947,0.33932152,0.45138112,0.3799202,0.43190616,0.32481503,0.25147066,0.48653406,0.3436849,0.4601601,0.32258856,0.41091332,0.45925686,0.3793389,0.3156122,0.36712426,0.3456985,0.34254766,0.31852832,0.29840055,0.31586462,0.2735862,0.26348728,0.28359148,0.29980627,0.24871485,0.29274005,0.3359648,0.31232107,0.2857885,0.29963338,0.34485352,0.3610772,0.3041265,0.288312,0.2827106,0.40290076,0.3358718,0.25444213,0.35114774,0.14808449,0.12577036,0.18771929,0.13074067,0.20932525,0.10381203,0.17871721,0.20862639,0.23433425,0.16449445,0.25212842,0.22458968,0.26080883,0.22240308,0.2865857,0.22931638,0.28570804,0.19940451,0.24218935,0.26086277,0.42961687,0.24017988,0.28524676,0.3582349,0.37382734,0.32455385,0.3601086,0.3787121,0.37138736,0.40442318,0.35561728,0.3298173,0.35348955,0.3452741,0.3828778,0.36632764,0.34789103,0.3539374,0.33133405,0.3647566,0.2869178,0.28639016,0.28835517,0.27873218,0.21503466,0.22401497,0.28946254,0.22544505,0.24617927,0.21884319,0.14308323,0.16631216,0.21243638,0.16870748,0.17445256,0.19219038,0.14957795,0.2198002,0.2241174,0.17979285,0.1725712,0.36245948,0.22807594,0.22295512,0.14514042,0.29472378,0.23400882,0.17487773,0.19337678,0.2368122
0.76761824,0.76761824,0.6761183,0.6822296,0.77787334,0.7249523,1.0000004,0.7858554,0.7420465,0.7468898,0.3226938,0.40622404,0.35421336,0.36282218,0.4181605,0.30963784,0.41060752,0.3387069,0.3560548,0.41348577,0.39264733,0.37572992,0.21993065,0.37360066,0.29592946,0.27528644,0.31195357,0.37345994,0.32516417,0.28164327,0.32418475,0.22631614,0.2852727,0.30266452,0.31077135,0.2907744,0.25278407,0.38458052,0.28456745,0.37723717,0.2718381,0.42196545,0.5177104,0.4149465,0.34234118,0.29804242,0.3454052,0.30359742,0.27637425,0.31827572,0.2849964,0.28235775,0.22804286,0.24368306,0.3255397,0.26969486,0.2507416,0.3355371,0.30140027,0.28733045,0.25096273,0.30200657,0.34381637,0.24786898,0.26932874,0.19938141,0.36246502,0.3128697,0.18203504,0.21750234,0.20716885,0.14819211,0.19907281,0.07738017,0.2471555,0.15997021,0.13586983,0.28821734,0.29228044,0.25525004,0.2963182,0.27182642,0.28117895,0.27441624,0.31702515,0.26092488,0.30084312,0.26694965,0.319049,0.30028045,0.4197819,0.11613009,0.2529285,0.34084934,0.35012573,0.27575812,0.3753574,0.3648442,0.32377434,0.40623507,0.29097196,0.30469868,0.29280272,0.30800107,0.38663322,0.32565582,0.29848343,0.35883784,0.27395287,0.3513939,0.21531743,0.24464113,0.23218262,0.264124,0.21425697,0.22454867,0.23679051,0.11730411,0.18145142,0.12164595,0.17426643,0.22520588,0.23955904,0.22131741,0.23767194,0.25644585,0.20959675,0.26472023,0.19382443,0.24115042,0.14594314,0.30044836,0.1872694,0.16492984,0.13335992,0.2309934,0.1755704,0.13001508,0.14013126,0.20888028
0.7834721,0.7834721,0.7726951,0.6694336,0.7434477,0.7613604,0.7858554,1.0,0.81255734,0.7545723,0.31808823,0.34020868,0.3638317,0.33632103,0.40516078,0.32856056,0.4044582,0.4021754,0.3547031,0.3416891,0.3703696,0.36555645,0.19918388,0.32896626,0.25638822,0.27665818,0.2500581,0.31947473,0.3083713,0.2585235,0.375903,0.24624391,0.3149437,0.2160883,0.30054832,0.29490575,0.22397678,0.32863614,0.27239215,0.37238178,0.31399143,0.3450144,0.5233422,0.3747214,0.3119899,0.2827227,0.33005822,0.35948014,0.24571115,0.27595288,0.30603522,0.23994452,0.20359671,0.2687404,0.3547651,0.24748701,0.26969853,0.28142136,0.2677402,0.23490307,0.2176667,0.27602178,0.32241637,0.20407617,0.22387147,0.13952716,0.3751415,0.24987312,0.12467446,0.19952352,0.21142386,0.07649786,0.21020642,0.13330178,0.24409458,0.15934327,0.16261877,0.29925135,0.28782862,0.17070635,0.24124806,0.20600194,0.2278378,0.22567669,0.24954307,0.22042197,0.25176656,0.21994644,0.23377796,0.21581091,0.31379303,0.09634666,0.17007174,0.25808957,0.28984758,0.21763134,0.28464195,0.32583246,0.23418152,0.33584487,0.29310977,0.3048832,0.28893703,0.34327322,0.3124911,0.28964728,0.2594499,0.30101433,0.24408752,0.29633865,0.16614735,0.2217901,0.19288819,0.15636595,0.13728593,0.16786984,0.24194986,0.10324381,0.16783139,0.13698405,0.14477895,0.20059979,0.19644976,0.17081453,0.20676205,0.207523,0.16611376,0.25601792,0.14068832,0.18581885,0.15539551,0.30523643,0.15112759,0.15021253,0.06885464,0.18426408,0.16149792,0.11840692,0.11069263,0.15916042
0.759401,0.759401,0.6953363,0.664302,0.68883467,0.7509343,0.7420465,0.81255734,0.9999999,0.7139254,0.303244,0.31479603,0.35094792,0.33520114,0.3994502,0.32126486,0.4447184,0.40477586,0.4127533,0.34724453,0.3352006,0.33535457,0.18065968,0.333022,0.2555317,0.25632006,0.2307797,0.30454612,0.28019467,0.26250184,0.44919476,0.29976368,0.34515524,0.31754482,0.37290674,0.2951798,0.26126328,0.40320492,0.32858276,0.42844385,0.27783754,0.37718183,0.47148106,0.3836847,0.3129783,0.29443327,0.3187242,0.3191063,0.26782516,0.23097856,0.30846235,0.23275664,0.24326594,0.26715747,0.30469048,0.20391223,0.2752353,0.2881066,0.26001534,0.20956148,0.25956917,0.28788668,0.36202684,0.27910057,0.25883377,0.19638608,0.4239401,0.29877383,0.18988468,0.21743953,0.22708227,0.15140487,0.22465165,0.18306622,0.24059458,0.2180339,0.2784728,0.2721958,0.30887073,0.21459205,0.23585093,0.19605857,0.20366576,0.22054164,0.23187572,0.18159194,0.23390189,0.19051571,0.24549414,0.19683506,0.40724316,0.1634465,0.18682176,0.2927356,0.29522792,0.25608695,0.2989999,0.32234102,0.35357475,0.36951625,0.29963884,0.29383078,0.30220765,0.29787403,0.3097292,0.3327413,0.27907157,0.31430468,0.2713343,0.31680053,0.24664536,0.2527004,0.23633683,0.23169483,0.1871367,0.22513168,0.27098283,0.13705546,0.19175689,0.17153434,0.1863105,0.26602527,0.27227336,0.24182232,0.25522235,0.2663358,0.22993404,0.28738296,0.21843122,0.2770085,0.1298769,0.29325327,0.14433664,0.15652137,0.11892913,0.22308567,0.16055766,0.1355667,0.13704133,0.19906723
0.69253635,0.69253635,0.65478534,0.63289654,0.6764317,0.7567547,0.7468898,0.7545723,0.7139254,1.0000002,0.31606317,0.42496234,0.516632,0.41689757,0.42167136,0.27171504,0.47014245,0.3572976,0.4095665,0.43765658,0.35400456,0.42836335,0.24457654,0.36019897,0.33163202,0.36701146,0.34415096,0.3707795,0.36960202,0.31287524,0.4693984,0.36138517,0.44212472,0.4561007,0.47436282,0.39529788,0.30947787,0.43244255,0.34561148,0.5595402,0.4013148,0.4765092,0.4993664,0.49055475,0.3830861,0.40292442,0.34147608,0.46852255,0.3950199,0.41239914,0.33194056,0.2168208,0.18865249,0.2621648,0.30364972,0.23921947,0.2524208,0.27125606,0.24316679,0.20003565,0.29325,0.30376935,0.33251768,0.2737921,0.29002592,0.30386037,0.40713516,0.30881578,0.27277213,0.30111456,0.18712421,0.13361058,0.18588103,0.10282604,0.30027258,0.13673878,0.13713206,0.21752776,0.26092935,0.21466042,0.29757115,0.24893372,0.28617778,0.3067647,0.30200005,0.24779832,0.35760716,0.3030885,0.31443012,0.31649533,0.45816052,0.1830666,0.27202696,0.3593245,0.3754701,0.35060364,0.4203118,0.40016437,0.39309657,0.45509294,0.30784482,0.30050665,0.34354228,0.28605083,0.34118748,0.3304683,0.3001532,0.31308666,0.30921826,0.3393411,0.20197108,0.23448461,0.20432799,0.2078965,0.19048734,0.19902094,0.23420791,0.14327429,0.20616978,0.17808923,0.20940456,0.21341139,0.20571801,0.18652554,0.20446192,0.2610247,0.17050499,0.25814593,0.27743402,0.22740202,0.21152526,0.3168928,0.1871606,0.15462121,0.1923787,0.18305233,0.20847888,0.18617469,0.1593198,0.24101408
