0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
1.0,0.70226306,0.7051576,0.73497766,0.6770637,0.75591475,0.76761824,0.78347206,0.759401,0.69253623,0.31146324,0.325838,0.3609655,0.33283266,0.47475392,0.41507888,0.40528715,0.40016314,0.3567236,0.3609598,0.35317868,0.34831673,0.2093388,0.40010566,0.30926415,0.38402474,0.31953698,0.34585968,0.30523148,0.22922982,0.40500373,0.27875298,0.3745823,0.31193036,0.38520312,0.3265749,0.24190937,0.41984713,0.30033153,0.3982252,0.29803967,0.4514226,0.5185375,0.45709422,0.38252655,0.35526234,0.45769116,0.35721207,0.32113588,0.40837598,0.20265035,0.27611533,0.23189342,0.24351601,0.27920604,0.28594923,0.25489894,0.22640903,0.26082203,0.25417563,0.17814164,0.20093176,0.18549855,0.13151656,0.10520661,0.1599281,0.117333554,0.23319976,0.10615498,0.15669554,0.30991834,0.25329387,0.21173424,0.3008067,0.22077827,0.2077569,0.23696403,0.26420373,0.23172447,0.2702004,0.260525,0.25659722,0.22855327,0.27805784,0.32174867,0.23509376,0.23605871,0.2879468,0.27553606,0.25426817,0.35055628,0.4262619,0.35498846,0.34352425,0.359383,0.2991357,0.38814718,0.36017883,0.28336713,0.3757797,0.16538334,0.15851206,0.22815682,0.105126366,0.28975993,0.13917324,0.16609934,0.27261686,0.32498172,0.28233248,0.24279824,0.23879685,0.25569308,0.2602845,0.27623534,0.23017918,0.26916996,0.21348628,0.25865564,0.25777906,0.40759856,0.14148909,0.23361662,0.28753215,0.3646704,0.32270348,0.35604092,0.36163557,0.32066885,0.40246958,0.308682,0.30123916,0.31590578,0.29996023,0.32226202,0.31222934,0.29600355,0.37047815,0.29463243,0.29677984,0.17105827,0.19722778,0.2361172,0.18490721,0.16928177,0.20544478,0.19870278,0.26065093,0.15788607,0.24401599,0.13092874,0.1845975,0.22945112,0.21670754,0.09456575,0.1787875,0.17022616,0.10663819,0.25350183,0.18014893,0.22572586,0.29335168,0.11378924,0.25014305,0.2544952,0.23595834,0.23954202,0.2400025,0.27400896,0.2184895,0.21569908,0.21346979,0.17806818,0.13478786,0.11933301,0.33090395,0.24965583,0.2156105,0.24539949,0.26213387,0.20124602,0.27478075,0.25575316,0.24150665,0.15131319,0.19736046,0.2569803,0.1544612,0.22257221,0.15696916,0.18582287,0.21776623,0.2560167,0.21545434,0.23640917,0.23844391,0.22412495,0.26632318,0.20340195,0.21405017,0.166289,0.3036783,0.19640507,0.22712934,0.16682096,0.31719372,0.18302827,0.292625,0.15480553,0.20572826
0.70226306,1.0000001,0.70391977,0.603889,0.674757,0.6683614,0.7125405,0.7507815,0.698984,0.74691015,0.34459558,0.30293077,0.4107703,0.35609564,0.36461273,0.28787208,0.38825327,0.4860492,0.34446388,0.28073046,0.3287239,0.2773598,0.21310282,0.26444176,0.22500107,0.32261363,0.22008353,0.22274351,0.2944227,0.22768188,0.4686637,0.29181626,0.35727966,0.2629925,0.356615,0.39416155,0.24317414,0.30357158,0.28562897,0.41671994,0.41508925,0.39406213,0.54551065,0.4383027,0.3471036,0.37734437,0.37574613,0.4541319,0.38722768,0.3461881,0.24234721,0.26488602,0.2641248,0.21883753,0.266913,0.24476294,0.24962203,0.18926893,0.27170432,0.23235323,0.2648409,0.28170645,0.24073118,0.25942746,0.13316697,0.22455187,0.21480025,0.3244755,0.2007732,0.2474404,0.26396236,0.32043612,0.26833242,0.3581184,0.30839923,0.24450375,0.27710283,0.29917392,0.28945005,0.33695146,0.2885702,0.2141649,0.22137366,0.2534933,0.3425223,0.19736792,0.1819919,0.29992723,0.2634234,0.20023483,0.2827158,0.3228933,0.3222146,0.25989205,0.27995193,0.23446675,0.3356833,0.3047033,0.22802733,0.23916443,0.2480386,0.17169778,0.23796116,0.1675059,0.2551739,0.21811247,0.20078811,0.3066088,0.35466036,0.27700907,0.26552388,0.23026705,0.27046832,0.26604766,0.30263326,0.21992545,0.2732447,0.27173704,0.27333522,0.25133824,0.3449186,0.123835474,0.1525564,0.2539418,0.2964703,0.253038,0.26708797,0.27455556,0.25897694,0.36764959,0.3200455,0.32445225,0.35689408,0.3392133,0.33844277,0.34084883,0.312585,0.322591,0.3130292,0.32847577,0.17540081,0.27050897,0.2338957,0.18722041,0.22697264,0.22036096,0.23153669,0.26724926,0.25210145,0.24073206,0.14987965,0.20882235,0.21273139,0.19096433,0.16136582,0.16845928,0.13668257,0.11551439,0.18422681,0.15487567,0.22064486,0.21117342,0.102558695,0.21656469,0.2765521,0.16980867,0.22233857,0.2957127,0.30397582,0.19652528,0.23697968,0.24486406,0.2507886,0.1708608,0.17865315,0.27446708,0.24367073,0.23680219,0.17392635,0.24604869,0.21050848,0.277777,0.24005274,0.20630282,0.18221448,0.20130356,0.28663313,0.11133497,0.22289477,0.16713639,0.2206463,0.2854252,0.29137075,0.26366216,0.2914479,0.30993444,0.27515566,0.32672945,0.26205733,0.28375062,0.17183995,0.33315244,0.26453558,0.18294922,0.20993187,0.20519517,0.22371309,0.22128248,0.15629956,0.2261755
0.7051576,0.70391977,1.0000001,0.7074509,0.6374522,0.6952951,0.6761183,0.7726951,0.6953363,0.6547853,0.26049063,0.30491713,0.33848798,0.33792338,0.37797776,0.34781447,0.36877602,0.39093012,0.2909409,0.29292315,0.36132777,0.34041432,0.20618494,0.29028097,0.26909322,0.27076167,0.35239673,0.2818846,0.30687195,0.28670588,0.36546943,0.26386458,0.38067973,0.21994686,0.31024063,0.22849497,0.18420681,0.29501626,0.20309919,0.3769151,0.3793234,0.42176646,0.5099059,0.3038196,0.36993536,0.34831044,0.35914916,0.41039377,0.2922593,0.32030916,0.26992065,0.32057002,0.29331756,0.23041189,0.24154226,0.24095093,0.21965851,0.27384764,0.30063984,0.24200164,0.2132293,0.22885942,0.22737473,0.2733644,0.18405174,0.18168612,0.19785343,0.24661715,0.22335428,0.2559615,0.17085762,0.2734234,0.21068957,0.31134206,0.26891276,0.15412275,0.23241436,0.27855453,0.23564263,0.30831075,0.28485075,0.23467436,0.27769288,0.28860667,0.43882546,0.22915037,0.28526413,0.23983277,0.24462344,0.2174123,0.2589735,0.32907227,0.27918133,0.2645169,0.256375,0.1932857,0.36877716,0.258739,0.17454113,0.27583313,0.2168975,0.0937002,0.3371944,0.120942526,0.2650103,0.23647855,0.23249252,0.28628772,0.30270812,0.2546902,0.2019149,0.21811755,0.21708186,0.17955379,0.2638613,0.21608284,0.25952777,0.18367732,0.14543572,0.20407264,0.31319138,0.20135319,0.20343749,0.20863117,0.35945576,0.3308988,0.31239033,0.34156227,0.24965106,0.3409859,0.3064698,0.365077,0.35671505,0.36452174,0.3192725,0.2881285,0.32623127,0.33191034,0.32821062,0.33084533,0.1653397,0.18110119,0.20666954,0.21014673,0.19698837,0.19480854,0.16241886,0.27313545,0.21660514,0.2384002,0.17901845,0.13477081,0.20991012,0.21729867,0.12624362,0.19340633,0.17721267,0.08831457,0.17119072,0.097529314,0.2419985,0.22232394,0.118280284,0.2564738,0.26339042,0.16491377,0.25158486,0.24950874,0.26500654,0.22419879,0.24307814,0.26299417,0.13734715,0.09359331,0.18660152,0.28491187,0.23040704,0.26336944,0.13219197,0.22788319,0.19991569,0.228139,0.20244843,0.2114456,0.16992095,0.15809864,0.22261895,0.13527776,0.15638162,0.13779508,0.14891759,0.22002545,0.27059248,0.20869005,0.20574851,0.20572233,0.19398814,0.27518135,0.14769837,0.20017932,0.2098726,0.3157384,0.19460572,0.2036613,0.122706056,0.20844856,0.2679489,0.15104944,0.17482705,0.1772374
0.73497766,0.603889,0.7074509,0.99999994,0.65163517,0.6537604,0.6822296,0.66943365,0.664302,0.63289666,0.23200747,0.2796208,0.31524462,0.26999334,0.41602576,0.3789226,0.367929,0.32018834,0.29675558,0.2848455,0.3395084,0.38772854,0.2524482,0.39017487,0.316166,0.33335948,0.29902658,0.33939362,0.29821807,0.25765616,0.36783963,0.17117274,0.3439353,0.31855074,0.28833538,0.2387456,0.17666624,0.30602136,0.19533315,0.31668139,0.30880424,0.40478995,0.48339963,0.33102745,0.33777636,0.3122111,0.4606058,0.37306625,0.3147591,0.42116448,0.22586784,0.2667418,0.25647393,0.16080852,0.26188964,0.24377574,0.23957834,0.24663013,0.26572594,0.28944528,0.16678339,0.22781657,0.13674292,0.10252231,0.119909324,0.16464503,0.118077464,0.22439148,0.16737561,0.19323166,0.31677386,0.21043761,0.20961902,0.25505227,0.19945751,0.13646965,0.18246189,0.19613078,0.18964204,0.2617517,0.2654993,0.21400887,0.18147936,0.26215944,0.3306054,0.20636415,0.24820754,0.24683543,0.2008913,0.21119101,0.33620805,0.36887044,0.3464496,0.3346718,0.31779423,0.28562164,0.31134447,0.3583519,0.2735209,0.2848759,0.14972165,0.096037425,0.28052124,0.08719254,0.30653453,0.1628393,0.12305944,0.20740178,0.3530085,0.25808072,0.18795004,0.19588436,0.2099117,0.17570306,0.2390019,0.16322376,0.2208947,0.15249145,0.20418847,0.18599656,0.3568917,0.13151452,0.20027456,0.23436676,0.33478236,0.23235479,0.30164787,0.32325166,0.28683254,0.34129566,0.26756996,0.27841368,0.29279864,0.25618365,0.30364457,0.29415658,0.27325284,0.34925896,0.2675363,0.30339715,0.19002828,0.18118256,0.307574,0.20241834,0.17373107,0.2035536,0.20254868,0.21835157,0.17806321,0.25471,0.20423263,0.2078818,0.25895077,0.26817137,0.13105178,0.21751443,0.19596297,0.17270677,0.24887657,0.1643159,0.2168787,0.2686092,0.056512922,0.20759572,0.22550565,0.14574495,0.20217028,0.25248,0.20221275,0.12734164,0.2573927,0.22307974,0.17061399,0.13870266,0.16354966,0.34151632,0.28484666,0.251302,0.2189061,0.19119298,0.16660397,0.24450837,0.18525377,0.23942007,0.17819081,0.19920017,0.23066683,0.10764364,0.1483756,0.12748107,0.20633143,0.26088554,0.26855722,0.22045259,0.24847172,0.26481253,0.21682043,0.28159922,0.22601248,0.23578864,0.22357944,0.26505518,0.21387582,0.18466681,0.19728938,0.27778932,0.29355028,0.27277166,0.16770379,0.23821646
0.6770637,0.674757,0.6374522,0.65163517,1.0000001,0.6929344,0.77787334,0.7434476,0.68883467,0.6764317,0.2780139,0.44408935,0.39631945,0.35449544,0.43561417,0.40041715,0.39774564,0.35187095,0.36337274,0.41057387,0.37966928,0.39366663,0.2215805,0.3495073,0.3386512,0.30067715,0.32869926,0.34763047,0.35675767,0.28772265,0.34236225,0.26003197,0.28326774,0.2938087,0.31393227,0.35110164,0.24972229,0.37830597,0.28376573,0.33428308,0.32152104,0.3660395,0.5173552,0.40374154,0.32775095,0.3076526,0.3429198,0.3137311,0.30330116,0.3264308,0.15626639,0.24649319,0.17011093,0.1875301,0.24211897,0.23970519,0.19288766,0.15529168,0.20541178,0.13603114,0.19077092,0.19810146,0.061571505,0.12216742,0.10237806,0.062413104,0.14361402,0.21119085,0.12739335,0.2057057,0.18027686,0.1738337,0.21239944,0.21121542,0.20937034,0.17238642,0.19256653,0.18101601,0.18776034,0.2122194,0.3038349,0.2853243,0.25313303,0.27265307,0.28458607,0.23238087,0.24072768,0.28522968,0.25111678,0.27020612,0.21733117,0.25966182,0.3377878,0.2249028,0.24869369,0.20026737,0.3488957,0.25780833,0.16866146,0.20014806,0.20630834,0.08151431,0.18231526,0.09769297,0.23187172,0.10873576,0.13458687,0.24905021,0.28429642,0.19798687,0.24708281,0.24065146,0.23739478,0.23824571,0.27776656,0.22374433,0.23956478,0.23952755,0.24486695,0.25369713,0.35130888,0.2986308,0.35356236,0.42453808,0.29202044,0.21503076,0.29005605,0.2836246,0.25840893,0.35987398,0.3066375,0.29279682,0.27954397,0.31359956,0.37164244,0.33391252,0.37311706,0.33158693,0.28091905,0.331637,0.12471106,0.15178569,0.11658879,0.11134876,0.11193921,0.18422072,0.15642288,0.2074211,0.09889206,0.21751423,0.03440244,0.19805378,0.14508636,0.1318806,0.07471268,0.122483544,0.11249343,0.13969168,0.22883193,0.1763526,0.2110202,0.14066292,0.11655343,0.13024434,0.2291834,0.196151,0.17154837,0.21211545,0.22012314,0.14241917,0.17182279,0.22396009,0.17710713,0.16198905,0.15555587,0.292603,0.2665861,0.21866752,0.22449096,0.23084551,0.19392836,0.21101205,0.19873063,0.22791739,0.19597901,0.22443736,0.23872086,0.082527645,0.17535597,0.10360812,0.22812317,0.2320193,0.2405596,0.19137055,0.2684562,0.24447398,0.23307979,0.2497994,0.2373605,0.2151337,0.16070469,0.2535121,0.1604411,0.12854715,0.10177993,0.1887968,0.17113568,0.10518271,0.11307619,0.22947676
0.75591475,0.6683614,0.6952951,0.6537604,0.6929344,1.0000002,0.7249523,0.7613604,0.75093424,0.7567545,0.3588595,0.40229103,0.4503679,0.42161116,0.45150208,0.34696102,0.5019695,0.41455793,0.41606346,0.4300106,0.3944748,0.38519347,0.29667664,0.3526311,0.33090252,0.3161691,0.34139025,0.34726605,0.30489752,0.3234343,0.45209944,0.3393213,0.451381,0.37992015,0.4319058,0.32481483,0.25147057,0.48653403,0.34368488,0.46016005,0.32258856,0.41091326,0.45925686,0.3793389,0.31561217,0.3671242,0.3456986,0.34254763,0.31852835,0.29840055,0.34373093,0.37274474,0.33065185,0.31983775,0.3523993,0.3530698,0.33087784,0.30490673,0.3352439,0.2996077,0.2222848,0.29927903,0.24005142,0.14511937,0.14471884,0.1750876,0.15180781,0.31364584,0.12389849,0.25286046,0.25625688,0.31103018,0.259973,0.36172286,0.27248147,0.26040325,0.31164816,0.33272412,0.29463223,0.35795557,0.31586453,0.2735862,0.26348728,0.2835914,0.2998063,0.24871501,0.29274008,0.33596474,0.31232122,0.28578854,0.29963335,0.34485352,0.36107716,0.30412644,0.28831205,0.28271055,0.40290073,0.3358718,0.2544421,0.3511477,0.14808449,0.1257703,0.18771918,0.1307406,0.20932518,0.1038121,0.17871715,0.20862636,0.23433417,0.16449445,0.25212842,0.22458965,0.26080877,0.22240297,0.28658575,0.22931637,0.28570792,0.19940445,0.24218935,0.26086277,0.4296168,0.24017967,0.28524682,0.35823494,0.37382734,0.32455373,0.36010864,0.37871206,0.3713873,0.40442312,0.35561723,0.32981724,0.3534895,0.34527412,0.38287783,0.36632767,0.347891,0.35393742,0.331334,0.3647566,0.24296269,0.27736455,0.23792563,0.25880122,0.27773342,0.30062371,0.2183239,0.29213983,0.22336312,0.2813116,0.14833434,0.15747732,0.1994386,0.16598928,0.13505292,0.15506865,0.16093926,0.12540175,0.21817346,0.19739519,0.27228317,0.24263936,0.18271454,0.30655113,0.25664037,0.2789767,0.278597,0.30349782,0.28869715,0.21694086,0.2752402,0.20770603,0.16612478,0.15760094,0.18163171,0.29474464,0.24264105,0.21949758,0.16605131,0.24036431,0.28691775,0.28639,0.28835514,0.27873206,0.21503465,0.22401494,0.2894625,0.22544496,0.2461792,0.21884313,0.14308317,0.16631216,0.21243636,0.16870743,0.17445254,0.19219024,0.14957796,0.21980016,0.22411738,0.17979282,0.17257115,0.36245936,0.22807601,0.222955,0.14514042,0.29472366,0.23400883,0.17487764,0.19337673,0.23681213
0.76761824,0.7125405,0.6761183,0.6822296,0.77787334,0.7249523,1.0000004,0.78585523,0.7420465,0.7468898,0.32269385,0.4062241,0.35421336,0.36282218,0.41816044,0.30963784,0.41060752,0.33870694,0.35605484,0.41348577,0.39264733,0.37572992,0.21993065,0.37360066,0.29592946,0.27528644,0.31195357,0.37345994,0.32516417,0.28164327,0.32418478,0.22631605,0.28527272,0.30266452,0.3107713,0.2907743,0.25278407,0.3845805,0.28456745,0.37723723,0.2718381,0.42196545,0.5177104,0.4149465,0.34234118,0.29804242,0.3454052,0.30359742,0.27637425,0.31827572,0.18845059,0.30313167,0.21005236,0.21015143,0.2780274,0.29695636,0.29128927,0.2205011,0.27122647,0.17465565,0.20067237,0.20855626,0.092351325,0.10802062,0.1380538,0.096978456,0.17428164,0.2247244,0.08330062,0.16477434,0.21894541,0.19633529,0.18763046,0.2469809,0.1811257,0.17765726,0.21621731,0.20080718,0.19807085,0.23833087,0.2849964,0.2823577,0.22804287,0.24368298,0.3255397,0.26969492,0.2507416,0.33553693,0.3014003,0.28733048,0.25096273,0.30200657,0.34381646,0.24786898,0.26932877,0.19938143,0.3624651,0.3128697,0.18203504,0.21750234,0.20716885,0.14819211,0.19907278,0.07738023,0.2471555,0.15997034,0.13586983,0.28821737,0.29228044,0.25525013,0.2963182,0.27182642,0.28117895,0.27441624,0.31702515,0.26092488,0.30084312,0.26694965,0.319049,0.30028045,0.4197819,0.11613003,0.25292844,0.3408493,0.35012585,0.27575806,0.3753574,0.3648442,0.32377434,0.40623504,0.29097196,0.30469868,0.29280272,0.30800107,0.38663322,0.32565582,0.29848343,0.35883784,0.27395287,0.3513939,0.1517038,0.16696481,0.15459025,0.16153792,0.12767693,0.21122569,0.23653969,0.22140859,0.124560624,0.24244167,0.089194134,0.19460838,0.19556151,0.15785152,0.09439384,0.16098203,0.11765776,0.124370866,0.256633,0.19678028,0.2423709,0.23973164,0.17825228,0.25668526,0.26443172,0.2807597,0.26385447,0.28400016,0.29017326,0.22170502,0.2433458,0.24054137,0.22439325,0.20792225,0.19135636,0.33911365,0.27103946,0.27119985,0.27174628,0.2919664,0.21531741,0.24464116,0.23218262,0.264124,0.21425699,0.22454867,0.23679051,0.11730411,0.18145142,0.12164595,0.17426643,0.22520588,0.23955904,0.22131741,0.23767194,0.25644585,0.20959675,0.26472023,0.19382443,0.24115042,0.14594315,0.3004483,0.18726937,0.16492975,0.13335995,0.2309934,0.17557043,0.13001503,0.14013126,0.20888025
0.78347206,0.7507815,0.7726951,0.66943365,0.7434476,0.7613604,0.78585523,1.0,0.81255734,0.7545723,0.3180881,0.34020868,0.36383155,0.33632103,0.40516075,0.32856056,0.40445805,0.4021753,0.3547029,0.34168905,0.3703695,0.3655563,0.19918379,0.32896614,0.25638813,0.2766581,0.25005805,0.3194747,0.3083712,0.2585234,0.37590313,0.24624394,0.31494373,0.21608832,0.30054823,0.29490563,0.22397669,0.3286362,0.2723921,0.37238187,0.31399134,0.3450142,0.5233422,0.37472135,0.31198978,0.28272265,0.3300582,0.35948008,0.24571109,0.27595276,0.25416186,0.3490238,0.2659216,0.24270627,0.29500437,0.29586804,0.27400485,0.25099638,0.32318762,0.22444043,0.19844377,0.21428056,0.18764627,0.2513521,0.13590874,0.1793844,0.20792264,0.27020028,0.14834589,0.18755056,0.19567804,0.22484738,0.19389439,0.27326518,0.19784705,0.18061331,0.21648455,0.23140028,0.23006566,0.2660939,0.30603522,0.23994435,0.20359667,0.26874033,0.354765,0.247487,0.2696984,0.28142118,0.26774016,0.23490304,0.21766667,0.2760217,0.32241628,0.20407614,0.22387147,0.13952713,0.3751415,0.24987307,0.124674425,0.19952346,0.21142383,0.0764979,0.21020639,0.13330187,0.24409463,0.15934351,0.16261888,0.2992513,0.28782856,0.17070645,0.24124797,0.20600188,0.22783771,0.22567666,0.24954298,0.22042195,0.25176647,0.21994644,0.2337779,0.21581082,0.313793,0.096346684,0.17007169,0.25808957,0.28984764,0.21763133,0.28464186,0.3258324,0.23418152,0.3358448,0.2931097,0.30488318,0.288937,0.3432732,0.31249106,0.28964722,0.25944987,0.30101427,0.24408744,0.29633856,0.1690979,0.18580993,0.17465413,0.15775473,0.17050111,0.17747164,0.10925427,0.23421875,0.18020536,0.20952234,0.11058568,0.14693038,0.2214594,0.20576158,0.13573298,0.16718245,0.15181339,0.11369734,0.22162646,0.15445967,0.24924517,0.21717776,0.14419661,0.24215716,0.24427341,0.18710674,0.2523914,0.2752971,0.2808267,0.19969203,0.22275747,0.24860084,0.21995358,0.13744527,0.19000305,0.3038467,0.24256088,0.24806795,0.1728651,0.24719161,0.16614738,0.22179008,0.19288816,0.15636587,0.13728584,0.16786975,0.24194984,0.10324378,0.16783136,0.13698402,0.14477892,0.2005998,0.19644968,0.17081453,0.206762,0.207523,0.1661137,0.25601792,0.14068826,0.18581885,0.15539542,0.30523628,0.15112759,0.15021244,0.06885468,0.18426406,0.16149798,0.1184069,0.110692605,0.15916032
0.759401,0.698984,0.6953363,0.664302,0.68883467,0.75093424,0.7420465,0.81255734,0.9999999,0.7139253,0.30324402,0.3147961,0.35094792,0.3352011,0.39945024,0.32126486,0.4447184,0.4047759,0.41275334,0.34724453,0.3352006,0.33535457,0.18065968,0.3330219,0.2555317,0.25632006,0.2307797,0.30454612,0.28019467,0.26250184,0.44919485,0.29976365,0.34515527,0.3175448,0.37290663,0.29517972,0.26126328,0.40320495,0.32858276,0.4284439,0.27783754,0.37718183,0.47148106,0.3836847,0.3129783,0.29443327,0.3187242,0.3191063,0.26782516,0.23097856,0.2453756,0.3024916,0.24662243,0.22335511,0.28819123,0.28749794,0.2649842,0.2653539,0.28956836,0.21221134,0.19885637,0.20160083,0.13652553,0.15513177,0.10907654,0.14844361,0.14505018,0.19529825,0.13018616,0.17296593,0.16185178,0.1926532,0.16019033,0.262764,0.17736027,0.15938917,0.20697834,0.21975718,0.18838745,0.2403149,0.30846244,0.23275651,0.24326594,0.26715744,0.30469048,0.20391229,0.27523527,0.28810647,0.26001534,0.20956148,0.25956917,0.28788668,0.36202684,0.27910057,0.2588338,0.19638604,0.42394018,0.29877383,0.18988468,0.21743953,0.22708227,0.15140487,0.22465166,0.18306628,0.24059458,0.21803395,0.27847284,0.27219576,0.30887073,0.21459213,0.23585093,0.19605857,0.20366576,0.22054164,0.23187572,0.18159194,0.23390189,0.19051571,0.24549414,0.19683506,0.40724316,0.16344644,0.18682171,0.29273564,0.295228,0.25608692,0.2989999,0.322341,0.35357475,0.3695163,0.29963884,0.29383078,0.30220765,0.29787403,0.3097292,0.3327413,0.27907157,0.31430468,0.2713343,0.31680053,0.17822045,0.1788141,0.14992346,0.19027133,0.15344186,0.18530357,0.17297824,0.1953404,0.16391385,0.19080976,0.08282132,0.17656854,0.20626245,0.15708436,0.13568121,0.19072035,0.11424592,0.16665709,0.21935137,0.15727283,0.24950586,0.17538184,0.14995673,0.2517331,0.20581476,0.17764577,0.18104032,0.230895,0.26932248,0.1612335,0.30856472,0.22643769,0.1972207,0.22502074,0.22674254,0.31445068,0.2371109,0.23771101,0.30760524,0.258333,0.24664533,0.2527004,0.23633683,0.23169477,0.18713666,0.22513168,0.2709828,0.13705546,0.19175689,0.17153434,0.1863105,0.26602527,0.27227336,0.24182232,0.25522235,0.2663358,0.22993404,0.28738296,0.21843122,0.2770085,0.1298769,0.29325324,0.14433667,0.1565213,0.11892916,0.22308567,0.16055769,0.13556668,0.13704133,0.19906716
0.69253623,0.74691015,0.6547853,0.63289666,0.6764317,0.7567545,0.7468898,0.7545723,0.7139253,1.0000001,0.31606305,0.4249625,0.5166319,0.4168975,0.42167124,0.271715,0.47014236,0.35729745,0.4095663,0.43765655,0.35400447,0.42836338,0.24457656,0.36019894,0.33163202,0.36701146,0.34415102,0.3707795,0.36960202,0.31287524,0.4693984,0.3613851,0.44212487,0.45610073,0.47436273,0.39529783,0.3094778,0.4324425,0.34561145,0.5595404,0.40131468,0.47650915,0.49936646,0.49055472,0.383086,0.40292436,0.34147605,0.46852243,0.39501983,0.41239914,0.3576804,0.37897226,0.342556,0.41897005,0.38773146,0.40905377,0.3958761,0.2723532,0.34306246,0.3278164,0.29830757,0.36398125,0.33000138,0.2099597,0.19808264,0.2517099,0.23465554,0.4300209,0.22862107,0.29955116,0.37187597,0.3898724,0.317604,0.41364127,0.30719972,0.36513513,0.38256195,0.39975163,0.40368748,0.4154417,0.3319406,0.21682069,0.18865249,0.26216468,0.30364972,0.23921943,0.25242072,0.27125585,0.24316674,0.20003568,0.2932501,0.30376944,0.33251765,0.27379218,0.29002613,0.3038604,0.40713522,0.30881587,0.27277228,0.3011146,0.18712422,0.13361052,0.18588096,0.10282597,0.30027255,0.1367389,0.13713212,0.2175278,0.26092938,0.21466058,0.29757112,0.24893373,0.28617778,0.3067647,0.30200002,0.2477983,0.35760713,0.30308843,0.3144301,0.3164953,0.45816052,0.1830666,0.2720271,0.35932466,0.37547022,0.35060364,0.4203119,0.40016434,0.39309654,0.4550931,0.30784473,0.30050662,0.34354222,0.2860507,0.34118742,0.33046827,0.3001532,0.3130866,0.30921823,0.339341,0.25406554,0.29569927,0.21872228,0.25327316,0.22285445,0.25977135,0.17352323,0.24296886,0.2212833,0.35880798,0.15599203,0.26209563,0.25160635,0.25420046,0.16432017,0.25100455,0.22779828,0.14058824,0.25816318,0.27044442,0.2652572,0.2378441,0.19721878,0.28491282,0.36782706,0.1994454,0.20652205,0.3062865,0.3278131,0.19841951,0.22783944,0.27513948,0.33609504,0.22454812,0.1812394,0.3776823,0.3404978,0.33452678,0.21148628,0.33554146,0.20197104,0.23448458,0.204328,0.2078965,0.19048734,0.19902092,0.23420788,0.1432743,0.20616983,0.17808926,0.20940472,0.21341147,0.20571809,0.18652561,0.20446202,0.26102474,0.17050505,0.25814602,0.27743402,0.22740205,0.21152538,0.31689274,0.1871607,0.15462123,0.19237877,0.1830524,0.20847902,0.1861748,0.15931986,0.24101417
